Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Zymo columns
8/7/19,1338,71-6,7,100,,,,3/12/20,,,2.5,100,
8/7/19,1339,71-6,8,100,,,,3/12/20,,,2.5,100,
8/7/19,1340,71-6,9,50,,,,3/12/20,,,2.5,100,
8/7/19,1341,71-6,10,50,,,,3/12/20,,,2.5,100,
8/7/19,1342,-,-,-,Evap DI water,,Evap.DI,3/12/20,,,2.5,100,
8/7/19,1343,71-5,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1344,71-5,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1345,71-5,1,500,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1346,71-5,2,500,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1347,71-5,3,300,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1348,71-5,4,300,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1349,71-5,5,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1350,71-5,6,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1351,71-5,7,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1352,71-5,8,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1353,71-5,9,50,,,,9/28/20,,,2.5,100,
8/7/19,1354,71-5,10,50,,,,9/28/20,,,2.5,100,
8/7/19,1355,71-4,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1356,71-4,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1357,71-4,1,464,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1358,71-4,2,464,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1359,71-4,3,300,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1360,71-4,4,300,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1361,71-4,5,200,ST accidentally took a sample at 200 m,,,10/24/19,,7.74,2.5,100,
8/7/19,1362,71-4,6,200,,,,10/24/19,,9.72,2.5,100,
8/7/19,1363,71-4,7,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1364,71-4,8,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1365,71-4,9,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1366,71-4,10,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1367,71-4,11,50,,,,9/28/20,,,2.5,100,
8/7/19,1368,71-4,12,50,,,,9/28/20,,,2.5,100,
8/7/19,1369,71-3,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1370,71-3,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1371,71-3,1,244,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1372,71-3,2,244,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1373,71-3,3,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1374,71-3,4,150,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1375,71-3,5,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1376,71-3,6,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1377,71-3,7,50,,,,9/28/20,,,2.5,100,
8/7/19,1378,71-3,8,50,,,,9/28/20,,,2.5,100,
8/7/19,1379,71-2,sfc,sfc,,,,9/28/20,,>350,2.5,100,
8/7/19,1380,71-2,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1381,71-2,1,148,,,,9/28/20,Brown pellet,,2.5,100,
8/7/19,1382,71-2,2,148,,,,9/28/20,Brown pellet,,2.5,100,
8/7/19,1383,71-2,3,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1384,71-2,4,100,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1385,71-2,5,50,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1386,71-2,6,50,,,,9/28/20,No vis pellet,,2.5,100,
8/7/19,1387,-,-,-,Evap DI water,,Evap.DI,9/28/20,No vis pellet,,2.5,100,
8/7/19,1388,71-1,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1389,71-1,sfc,sfc,,,,9/28/20,,,2.5,100,
8/7/19,1390,71-1,1,42,,,,9/28/20,Brown pellet,,2.5,100,
8/7/19,1391,71-1,2,42,,,,9/28/20,Brown pellet,,2.5,100,
8/7/19,1392,71-1,3,25,,,,9/29/20,,,2.5,100,
8/7/19,1393,71-1,4,25,,,,9/29/20,,,2.5,100,
8/8/19,1394,-,-,-,Lab DI water,,Lab.DI,9/29/20,No vis pellet,,2,100,
8/8/19,1395,73-1,sfc,sfc,Turned orange after filtration,,,9/29/20,,,2.5,100,
8/8/19,1396,73-1,sfc,sfc,Turned orange after filtration,,,9/29/20,,>300,2.5,100,
8/8/19,1397,73-1,1,48,,,,9/29/20,Brown pellet,,2.5,100,
8/8/19,1398,73-1,2,48,,,,9/29/20,Brown pellet,,2.5,100,
8/8/19,1399,73-1,3,25,,,,9/29/20,Brown pellet,,2.5,100,
8/8/19,1400,73-1,4,25,,,,9/29/20,Brown pellet,,2.5,100,
8/8/19,1401,73-1,5,3,Turned orange after filtration,,,9/29/20,,,2.5,100,
8/8/19,1402,73-1,6,3,Turned orange after filtration,,,9/29/20,,,2.5,100,
8/8/19,1403,73-2,sfc,sfc,,,,9/29/20,,,2.5,100,
8/8/19,1404,73-2,sfc,sfc,,,,9/29/20,,,2.5,100,
8/8/19,1405,73-2,1,140,,,,9/29/20,Brown pellet,,2.5,100,
8/8/19,1406,73-2,2,140,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1407,73-2,3,100,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1408,73-2,4,100,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1409,73-2,5,50,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1410,73-2,6,50,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1411,73-4,sfc,sfc,,,,9/29/20,,,2.5,100,
8/8/19,1412,73-4,sfc,sfc,,,,9/29/20,,,2.5,100,
8/8/19,1413,73-4,1,450,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1414,73-4,2,450,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1415,73-4,3,300,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1416,73-4,4,300,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1417,73-4,5,150,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1418,73-4,6,150,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1419,73-4,7,100,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1420,73-4,8,100,,,,9/29/20,No vis pellet,,2.5,100,
8/8/19,1421,73-4,9,50,,,,9/29/20,,,2.5,100,
8/8/19,1422,73-4,10,50,,,,9/29/20,,,2.5,100,
8/8/19,1423,73-5,sfc,sfc,,,,9/29/20,,,2.5,100,
8/8/19,1424,73-5,sfc,sfc,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1425,73-5,1,500,,,,9/30/20,,,2.5,100,
8/8/19,1426,73-5,2,500,,,,9/30/20,,,2.5,100,
8/8/19,1427,73-5,3,300,,,,9/30/20,,,2.5,100,
8/8/19,1428,73-5,4,300,,,,9/30/20,,,2.5,100,
8/8/19,1429,73-5,5,150,,,,9/30/20,,,2.5,100,
8/8/19,1430,73-5,6,150,,,,9/30/20,,,2.5,100,
8/8/19,1431,73-5,7,100,,,,9/30/20,,,2.5,100,
8/8/19,1432,73-5,8,100,,,,9/30/20,,,2.5,100,
8/8/19,1433,73-5,9,50,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1434,73-5,10,50,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1435,73-6,sfc,sfc,,,,9/30/20,Sample lost during extraction.,,2.5,100,
8/8/19,1436,73-6,sfc,sfc,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1437,73-6,1,500,,,,9/30/20,,,2.5,100,
8/8/19,1438,73-6,2,500,,,,9/30/20,,,2.5,100,
8/8/19,1439,73-6,3,300,,,,9/30/20,,,2.5,100,
8/8/19,1440,73-6,4,300,,,,9/30/20,,,2.5,100,
8/8/19,1441,73-6,5,150,,,,9/30/20,,,2.5,100,
8/8/19,1442,73-6,6,150,,,,9/30/20,,,2.5,100,
8/8/19,1443,73-6,7,100,,,,9/30/20,,,2.5,100,
8/8/19,1444,73-6,8,100,,,,9/30/20,,,2.5,100,
8/8/19,1445,73-6,9,50,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1446,73-6,10,50,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1447,73-7,sfc,sfc,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1448,73-7,sfc,sfc,,,,9/30/20,big pellet,,2.5,100,
8/8/19,1449,73-7,1,500,,,,9/30/20,,,2.5,100,
8/8/19,1450,73-7,2,500,,,,9/30/20,,,2.5,100,
8/8/19,1451,73-7,3,300,,,,9/30/20,,,2.5,100,
8/8/19,1452,73-7,4,300,,,,9/30/20,,,2.5,100,
8/8/19,1453,73-7,5,150,,,,9/30/20,,,2.5,100,
8/8/19,1454,73-7,6,150,,,,9/30/20,,,2.5,100,
8/8/19,1455,73-7,7,100,,,,9/30/20,,,2.5,100,
8/8/19,1456,73-7,8,100,,,,9/30/20,,,2.5,100,
8/8/19,1457,73-7,9,50,,,,9/30/20,,,2.5,100,
8/8/19,1458,73-7,10,50,,,,9/30/20,,,2.5,100,
8/9/19,1459,-,-,-,Lab DI water,,Lab.DI,9/30/20,,,2,100,
8/9/19,1460,75-7,sfc,sfc,,,,9/30/20,big pellet,,2.5,100,
8/9/19,1461,75-7,sfc,sfc,,,,9/30/20,big pellet,255,2.5,100,
8/9/19,1462,75-7,1,500,,,,9/30/20,,,2.5,100,
8/9/19,1463,75-7,2,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1464,75-7,3,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1465,75-7,4,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1466,75-7,5,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1467,75-7,6,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1468,75-7,7,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1469,75-7,8,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1470,75-7,9,50,,,,10/1/20,,,2.5,100,
8/9/19,1471,75-7,10,50,Unable to extract it. Possibly dry with no Longmire? Lost it,,,NA,,,2.5,100,
8/9/19,1472,75-6,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1473,75-6,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1474,75-6,1,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1475,75-6,2,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1476,75-6,3,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1477,75-6,4,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1478,75-6,5,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1479,75-6,6,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1480,75-6,7,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1481,75-6,8,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1482,75-6,9,50,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1483,75-6,10,50,,,,10/1/20,,,2.5,100,
8/9/19,1484,-,-,-,Evap DI water,,Evap.DI,10/1/20,No vis pellet,,2.5,100,
8/9/19,1485,75-5,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1486,75-5,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1487,75-5,1,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1488,75-5,2,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1489,75-5,3,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1490,75-5,4,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1491,75-5,5,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1492,75-5,6,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1493,75-5,7,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1494,75-5,8,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1495,75-5,9,50,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1496,75-5,10,50,,,,10/1/20,,,2.5,100,
8/9/19,1497,75-4,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1498,75-4,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1499,75-4,1,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1500,75-4,2,500,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1501,75-4,3,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1502,75-4,4,300,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1503,75-4,5,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1504,75-4,6,150,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1505,75-4,7,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1506,75-4,8,100,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1507,75-4,9,50,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1508,75-4,10,50,,,,10/1/20,No vis pellet,,2.5,100,
8/9/19,1509,75-3,sfc,sfc,,,,10/1/20,,,2.5,100,
8/9/19,1510,75-3,sfc,sfc,pellet,,,10/5/20,,,2.5,100,
8/9/19,1511,75-3,1,300,,,,10/5/20,,,2.5,100,
8/9/19,1512,75-3,2,300,,,,10/5/20,,,2.5,100,
8/9/19,1513,75-3,3,150,,,,10/5/20,,,2.5,100,
8/9/19,1514,75-3,4,150,,,,10/5/20,,,2.5,100,
8/9/19,1515,75-3,5,100,,,,10/5/20,,,2.5,100,
8/9/19,1516,75-3,6,100,,,,10/5/20,,,2.5,100,
8/9/19,1517,75-3,7,50,,,,10/5/20,,,2.5,100,
8/9/19,1518,75-3,8,50,,,,10/5/20,,,2.5,100,
8/9/19,1519,75-2,sfc,sfc,pellet,,,10/5/20,,,2.5,100,
8/9/19,1520,75-2,sfc,sfc,pellet,,,10/5/20,,,2.5,100,
8/9/19,1521,75-2,1,150,pellet,,,10/5/20,,,2.5,100,
8/9/19,1522,75-2,2,150,,,,10/5/20,,,2.5,100,
8/9/19,1523,75-2,3,100,,,,10/5/20,,,2.5,100,
8/9/19,1524,75-2,4,100,,,,10/5/20,,,2.5,100,
8/9/19,1525,75-2,5,50,,,,10/5/20,,,2.5,100,
8/9/19,1526,75-2,6,50,,,,10/5/20,,,2.5,100,
8/9/19,1527,-,-,-,Evap DI water,,Evap.DI,10/5/20,,,2.5,100,
8/9/19,1528,75-1,sfc,sfc,"Willapa River mouth, really slow filtration. Lots of fish observed at collection",,,10/5/20,Visible pellet,,2.5,100,
8/9/19,1529,75-1,sfc,sfc,Turned orange after filtration.,,,10/5/20,Visible pellet,,2.5,100,
8/9/19,1530,75-1,1,40,Gradient of color depending on depth,,,10/5/20,,,2.5,100,
8/9/19,1531,75-1,2,40,,,,10/5/20,,,2.5,100,
8/9/19,1532,75-1,3,25,Also very slow.,,,10/5/20,,,2.5,100,
8/9/19,1533,75-1,4,25,,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1534,-,-,-,Lab DI water,,Lab.DI,11/12/19,,,2,100,
8/10/19,1535,77-1,sfc,sfc,Quite colored,,,11/12/19,"phase-lock failed on 1st CI wash, big pellet",53,2.5,100,
8/10/19,1536,77-1,sfc,sfc,Quite colored,,,11/12/19,big pellet,>60,2.5,100,
8/10/19,1537,77-1,1,50,"Quite colored, not completely sealed and Longmire evaporated",,,11/12/19,big pellet,48.1,2.5,100,
8/10/19,1538,77-1,2,50,Quite colored,,,11/12/19,,48.3,2.5,100,
8/10/19,1539,77-1,3,25,Quite colored,,,11/12/19,,34.6,2.5,100,
8/10/19,1540,77-1,4,25,Quite colored,,,11/12/19,,32.1,2.5,100,
8/10/19,1541,77-2,sfc,sfc,Quite colored,,,11/12/19,big pellet,>600,2.5,100,
8/10/19,1542,77-2,sfc,sfc,Quite colored,,,11/12/19,big pellet,>600,2.5,100,
8/10/19,1543,77-2,1,143,Quite colored.,,,10/5/20,Dark pellet at DNA extraction,,2.5,100,
8/10/19,1544,77-2,2,143,Quite colored,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1545,77-2,3,100,Quite colored,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1546,77-2,4,100,Quite colored,,,10/5/20,,,2.5,100,
8/10/19,1547,77-2,5,50,Quite colored,,,11/12/19,,111,2.5,100,
8/10/19,1548,77-2,6,50,Quite colored,,,11/12/19,,65.9,2.5,100,
8/10/19,1549,77-4,sfc,sfc,Lots of fish observed at time of collection and a dolphin,,,10/5/20,Big pellet,,2.5,100,
8/10/19,1550,77-4,sfc,sfc,Big pellet,,,10/5/20,,,2.5,100,
8/10/19,1551,77-4,1,500,,,,10/5/20,,,2.5,100,
8/10/19,1552,77-4,2,500,,,,10/5/20,,,2.5,100,
8/10/19,1553,77-4,3,300,,,,10/5/20,,,2.5,100,
8/10/19,1554,77-4,4,300,,,,10/5/20,,,2.5,100,
8/10/19,1555,77-4,5,150,,,,10/5/20,Dark pellet,,2.5,100,
8/10/19,1556,77-4,6,150,,,,10/5/20,Dark pellet,,2.5,100,
8/10/19,1557,77-4,7,100,,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1558,77-4,8,100,,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1559,77-4,9,50,,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1560,77-4,10,50,,,,10/5/20,Visible pellet,,2.5,100,
8/10/19,1561,77-5,sfc,sfc,,,,10/5/20,Big pellet,,2.5,100,
8/10/19,1562,77-5,sfc,sfc,,,,10/5/20,Big pellet,,2.5,100,
8/10/19,1563,77-5,1,500,,,,10/5/20,,,2.5,100,
8/10/19,1564,77-5,2,500,,,,10/5/20,,,2.5,100,
8/10/19,1565,77-5,3,300,,,,10/5/20,,,2.5,100,
8/10/19,1566,77-5,4,300,,Y?,,10/5/20,,,2.5,100,
8/10/19,1567,77-5,5,150,Filter fell on cup no 4 - JD,Y?,,10/5/20,,,2.5,100,
8/10/19,1568,77-5,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1569,77-5,7,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/10/19,1570,77-5,8,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/10/19,1571,77-5,9,50,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1572,77-5,10,50,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1573,77-6,sfc,sfc,,,,11/12/19,,171,2.5,100,
8/10/19,1574,77-6,sfc,sfc,,,,11/12/19,,160,2.5,100,
8/10/19,1575,77-6,1,500,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1576,77-6,2,500,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1577,77-6,3,300,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/10/19,1578,77-6,4,300,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1579,77-6,5,150,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1580,77-6,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1581,77-6,7,100,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1582,77-6,8,100,,30EtOH,,10/6/20,,,2.5,100,
8/10/19,1583,77-6,9,50,,,,11/12/19,,30,2.5,100,
8/10/19,1584,77-6,10,50,,,,11/12/19,,60,2.5,100,
8/11/19,1585,79-8,sfc,sfc,The fish people dumped lots of rockfish at the time the CTD was deployed,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1586,79-8,sfc,sfc,A little shark was observed at the time of collection,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1587,79-8,1,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1588,79-8,2,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1589,79-8,3,300,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1590,79-8,4,300,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1591,79-8,5,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1592,79-8,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1593,79-8,7,100,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1594,79-8,8,100,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1595,79-8,9,50,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1596,79-8,10,50,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1597,79-7,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1598,79-7,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1599,79-7,1,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1600,79-7,2,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1601,79-7,3,300,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1602,79-7,4,300,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1603,79-7,5,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1604,79-7,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1605,79-7,7,100,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1606,79-7,8,100,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1607,79-7,9,50,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1608,79-7,10,50,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1609,-,-,-,Evap DI water,30EtOH,Evap.DI,10/6/20,No vis pellet,,2.5,100,
8/11/19,1610,-,-,-,Lab DI water,30EtOH,Lab.DI,10/6/20,No vis pellet,,2,100,
8/11/19,1611,79-6,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1612,79-6,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1613,79-6,1,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1614,79-6,2,500,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1615,79-6,3,300,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1616,79-6,4,300,Filter fell on mat after filtration - JD,Y,,10/6/20,,0.205,2.5,100,
8/11/19,1617,79-6,5,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1618,79-6,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1619,79-6,7,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1620,79-6,8,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1621,79-6,9,50,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1622,79-6,10,50,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1623,79-5,sfc,sfc,pod of white-sided dolphins observed at collection near CTD,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1624,79-5,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1625,79-5,1,500,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1626,79-5,2,500,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1627,79-5,3,300,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1628,79-5,4,300,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1629,79-5,5,150,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1630,79-5,6,150,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1631,79-5,7,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1632,79-5,8,100,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1633,79-5,9,50,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1634,79-5,10,50,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1635,79-4,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1636,79-4,sfc,sfc,,30EtOH,,10/6/20,,,2.5,100,
8/11/19,1637,79-4,1,446,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1638,79-4,2,446,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1639,79-4,3,300,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1640,79-4,4,300,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1641,79-4,5,150,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1642,79-4,6,150,,30EtOH,,10/6/20,No vis pellet,,2.5,100,
8/11/19,1643,79-4,7,100,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1644,79-4,8,100,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1645,79-4,9,50,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1646,79-4,10,50,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1647,79-2,sfc,sfc,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1648,79-2,sfc,sfc,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1649,79-2,1,135,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1650,79-2,2,135,filter fell on mat after filtration - JD,Y,,10/7/20,,,2.5,100,
8/11/19,1651,79-2,3,100,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1652,79-2,4,100,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1653,79-2,5,50,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1654,79-2,6,50,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1655,79-1,sfc,sfc,Jellyfish observed from CTD deck,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1656,79-1,sfc,sfc,,30EtOH,,10/7/20,visible pellet,,2.5,100,
8/11/19,1657,79-1,1,47,,30EtOH,,10/7/20,visible pellet,,2.5,100,
8/11/19,1658,79-1,2,47,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1659,79-1,3,25,,30EtOH,,10/7/20,,,2.5,100,
8/11/19,1660,79-1,4,25,,30EtOH,,10/7/20,,,2.5,100,
8/12/19,1661,-,-,-,Evap DI water,30EtOH,Evap.DI,10/7/20,,,2.5,100,
8/12/19,1662,80-1,sfc,sfc,The whole set for this station took very long to filter and was yellow,30EtOH,,10/7/20,visible pellet,,2.5,100,
8/12/19,1663,80-1,sfc,sfc,,30EtOH,,10/7/20,visible pellet,,2.5,100,
8/12/19,1664,80-1,1,50,,30EtOH,,10/7/20,,,2.5,100,
8/12/19,1665,80-1,2,50,,30EtOH,,10/7/20,,,2.5,100,
8/12/19,1666,80-1,3,25,,30EtOH,,10/7/20,,,2.5,100,
8/12/19,1667,80-1,4,25,,30EtOH,,10/7/20,big pellet,,2.5,100,
8/12/19,1668,80-1,5,3,,30EtOH,,10/7/20,big pellet,,2.5,100,
8/12/19,1669,80-1,6,3,,30EtOH,,10/7/20,big pellet,,2.5,100,
8/12/19,1670,80-2,sfc,sfc,Took very long to fiter as well,30EtOH,,10/7/20,big pellet,,2.5,100,
8/12/19,1671,80-2,sfc,sfc,,30EtOH,,10/7/20,big pellet,,2.5,100,
8/12/19,1672,80-2,1,174,,30EtOH,,10/7/20,dark pellet,,2.5,100,
