Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Zymo columns
7/10/19,404,37-1,1,47,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/10/19,405,37-1,2,47,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/10/19,406,37-1,3,25,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/10/19,407,37-1,4,25,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/10/19,408,37-1,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/10/19,409,37-1,sfc,sfc,,,,1/29/20,"Ext batch 397-412, neg for day in later batch. ",,2.5,100,
7/11/19,410,-,-,-,"DI water, post use bucket, ~1.8L",,Rinse.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,1.8,100,
7/11/19,411,-,-,-,"DI water, bucket, pre use ~1.8L",,Rinse.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,1.8,100,
7/11/19,412,-,-,-,Lab DI water,,Lab.DI,1/29/20,"Ext batch 397-412, neg for day in later batch. No vis pellet.",,2,100,
7/11/19,413,38-1,1,45,,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,
7/11/19,414,38-1,2,45,,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,
7/11/19,415,38-1,3,25,ST,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,
7/11/19,416,38-1,4,25,ST,,,1/29/20,"Ext batch 413-427, neg. Dark pellet.",,2.5,100,
7/11/19,417,38-1,sfc,sfc,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,Yes
7/11/19,418,38-1,sfc,sfc,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,Yes
7/11/19,419,38-2,1,500,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,
7/11/19,420,38-2,2,500,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,
7/11/19,421,38-2,3,300,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,
7/11/19,422,38-2,4,300,,,,1/29/20,"Ext batch 413-427, neg. No vis pellet.",,2.5,100,
7/11/19,423,38-2,5,150,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,
7/11/19,424,38-2,6,150,,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,
7/11/19,425,38-2,7,100,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,
7/11/19,426,38-2,8,100,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,
7/11/19,427,38-2,9,50,ST,,,1/29/20,"Ext batch 413-427, neg.",,2.5,100,
7/11/19,428,38-2,10,50,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,429,38-2,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,Yes
7/11/19,430,38-2,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,Yes
7/11/19,431,38-3,1,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,
7/11/19,432,38-3,2,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,
7/11/19,433,38-3,3,300,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,
7/11/19,434,38-3,4,300,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,
7/11/19,435,38-3,5,150,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,436,38-3,6,150,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,437,38-3,7,100,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,438,38-3,8,100,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,439,38-3,9,50,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,440,38-3,10,50,ST,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,
7/11/19,441,38-3,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,Yes
7/11/19,442,38-3,sfc,sfc,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch.",,2.5,100,Yes
7/11/19,443,38-4,1,500,,,,1/29/20,"Ext batch 428-443, neg for day in earlier batch. No vis pellet.",,2.5,100,
7/11/19,444,38-4,2,500,,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,
7/11/19,445,38-4,3,300,,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,
7/11/19,446,38-4,4,300,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,
7/11/19,447,38-4,5,150,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,
7/11/19,448,38-4,6,150,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. No vis pellet.",,2.5,100,
7/11/19,449,38-4,7,100,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,
7/11/19,450,38-4,8,100,ST,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,
7/11/19,451,38-4,9,50,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,
7/11/19,452,38-4,10,50,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,
7/11/19,453,38-4,sfc,sfc,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,Yes
7/11/19,454,38-4,sfc,sfc,,,,1/30/20,"Ext batch 444-454,464-467, neg. ",,2.5,100,
7/12/19,455,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/6/19,,,2,100,
7/12/19,456,39-1,1,42,"~2L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,230,2,100,Yes
7/12/19,457,39-1,2,42,"~1.3L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,187,1.3,100,
7/12/19,458,39-1,3,25,"~1L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,102,1,100,
7/12/19,459,39-1,4,25,"~1.8L, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,49.8,1.8,100,
7/12/19,460,39-1,5,sfc,"ST, if any spillage occured it was not possible to calculate because flow so slow I needed to add more water to dirupt the accumulated material, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,374,2.5,100,Yes
7/12/19,461,39-1,6,sfc,"ST, if any spillage occured it was not possible to calculate because flow so slow I needed to add more water to dirupt the accumulated material, fishing operations were occuring immeditaely proceding, fish processing still occuring, took longer to filter than other 50m stations",,,11/6/19,,495,2.5,100,Yes
7/12/19,462,39-1,sfc,sfc,,,,11/6/19,,415,2.5,100,Yes
7/12/19,463,39-1,sfc,sfc,,,,11/6/19,,286,2.5,100,Yes
7/12/19,464,39-2,1,142,fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,
7/12/19,465,39-2,2,142,fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,
7/12/19,466,39-2,3,100, fish processing still occuring,,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,
7/12/19,467,39-2,4,100,"ST,  fish processing still occuring",,,1/30/20,"Ext batch 444-454,464-467, neg. Dark pellet.",,2.5,100,
7/12/19,468,39-2,5,50,"ST, filter dropped on bench,  fish processing still occuring",Y,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,
7/12/19,469,39-2,6,50,"ST,  fish processing still occuring",,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,
7/12/19,470,39-2,sfc,sfc,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,Yes
7/12/19,471,39-2,sfc,sfc,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. ",,2.5,100,Yes
7/12/19,472,39-4,1,300,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,473,39-4,2,300,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,474,39-4,3,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,475,39-4,4,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,476,39-4,5,100,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,477,39-4,6,100,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,478,39-5,1,500,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,479,39-5,2,500,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,480,39-5,3,300,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,481,39-5,4,300,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. No vis pellet.",,2.5,100,
7/12/19,482,39-5,5,150,ST,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,483,39-5,6,150,,,,1/30/20,"Ext batch 468-483, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,484,39-5,7,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,485,39-5,8,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. Dark pellet.",,2.5,100,
7/12/19,486,39-5,9,50,,,,11/6/19,,364,2.5,100,
7/12/19,487,39-5,10,50,,,,11/6/19,,188,2.5,100,
7/12/19,488,39-5,sfc,sfc,"Small piece of filter tore off and landed on bench, did not include in sample longmires. I estimate about 2-3 squares.",,,11/6/19,,380,2.5,100,Yes
7/12/19,489,39-5,sfc,sfc,,,,11/6/19,,>120,2.5,100,Yes
7/12/19,490,39-7,1,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,
7/12/19,491,39-7,2,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,
7/12/19,492,39-7,3,300,"ST, ~2.4L",,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.4,100,
7/12/19,493,39-7,4,300,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,
7/12/19,494,39-7,5,150,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,495,39-7,6,150,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,496,39-7,7,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,497,39-7,8,100,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,498,39-7,9,50,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,499,39-7,10,50,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,
7/12/19,500,39-7,sfc,sfc,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,Yes
7/12/19,501,39-7,sfc,sfc,,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch.",,2.5,100,Yes
7/12/19,502,39-9,1,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,
7/12/19,503,39-9,2,500,ST,,,1/30/20,"Ext batch 484-485,490-503, neg for day earlier batch. No vis pellet,",,2.5,100,Yes
7/12/19,504,39-9,3,300,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,505,39-9,4,300,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,506,39-9,5,150,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,507,39-9,6,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,508,39-9,7,100,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,509,39-9,8,100,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/12/19,510,39-9,9,50,blobby jello like organism? on filter,,,11/6/19,,126,2.5,100,
7/12/19,511,39-9,10,50,blobby jello like organism? on filter,,,11/6/19,,13,2.5,100,
7/12/19,512,39-9,sfc,sfc,,,,11/6/19,,212,2.5,100,
7/12/19,513,39-9,sfc,sfc,,,,11/6/19,,215,2.5,100,Yes
7/13/19,514,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2,100,
7/13/19,515,42-4,1,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,516,42-4,2,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,517,42-4,3,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,518,42-4,4,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,519,42-4,5,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,520,42-4,6,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,521,42-4,7,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,522,42-4,8,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. Sample also dropped on ground when drying.",,2.5,100,
7/13/19,523,42-4,9,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,524,42-4,10,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,525,42-4,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. Big pellet.",,2.5,100,Yes
7/13/19,526,42-4,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. Big pellet.",,2.5,100,Yes
7/13/19,527,42-3,1,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,528,42-3,2,500,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,529,42-3,3,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,530,42-3,4,300,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. no notes on vis of pellet. ",,2.5,100,
7/13/19,531,42-3,5,150,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,
7/13/19,532,42-3,6,150,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,
7/13/19,533,42-3,7,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,
7/13/19,534,42-3,8,100,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab. No vis pellet.",,2.5,100,
7/13/19,535,42-3,9,50,ST,,,2/3/20,"Only about half of volume transferred in second chloroform step, use for metagenomics only. Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,Yes
7/13/19,536,42-3,10,50,ST,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,
7/13/19,537,42-3,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",,2.5,100,Yes
7/13/19,538,42-3,sfc,sfc,,,,2/3/20,"Ext batch 504-509, 514-538, neg. Samples dropped on ground in lab.",108,2.5,100,Yes
7/13/19,539,42-2,1,500,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/13/19,540,42-2,2,500,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/13/19,541,42-2,3,300,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/13/19,542,42-2,4,300,ST,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,
7/13/19,543,42-2,5,150,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/13/19,544,42-2,6,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/13/19,545,42-2,7,100,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,
7/13/19,546,42-2,8,100,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,
7/13/19,547,42-2,9,50,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,
7/13/19,548,42-2,10,50,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,
7/13/19,549,42-2,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",89.8,2.5,100,Yes
7/13/19,550,42-2,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,Yes
7/13/19,551,42-1,1,44,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. Dark pellet.",,2.5,100,Yes
7/13/19,552,42-1,2,44,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. Dark pellet.",,2.5,100,Yes
7/13/19,553,42-1,3,25,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,Yes
7/13/19,554,42-1,4,25,Took longer than other stations this transect,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,Yes
7/13/19,555,42-1,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,Yes
7/13/19,556,42-1,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",>120,2.5,100,Yes
7/14/19,557,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2,100,
7/14/19,558,43-8,1,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,559,43-8,2,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,560,43-8,3,300,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,561,43-8,4,300,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,562,43-8,5,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,563,43-8,6,150,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,564,43-8,7,100,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,565,43-8,8,100,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,566,43-8,9,50,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,567,43-8,10,50,ST,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,568,43-8,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",,2.5,100,Yes
7/14/19,569,43-8,sfc,sfc,,,,2/3/20,"Ext batch 539-570, neg. ",73.6,2.5,100,Yes
7/14/19,570,43-6,1,500,,,,2/3/20,"Ext batch 539-570, neg. No vis pellet. ",,2.5,100,
7/14/19,571,43-6,2,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,572,43-6,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,573,43-6,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,574,43-6,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,575,43-6,6,150,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,576,43-6,7,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,577,43-6,8,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,578,43-6,9,50,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,579,43-6,10,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,580,43-6,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",46,2.5,100,Yes
7/14/19,581,43-6,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",90.4,2.5,100,Yes
7/14/19,582,43-5,1,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,583,43-5,2,500,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,584,43-5,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,585,43-5,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,586,43-5,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,587,43-5,6,150,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,588,43-5,7,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,589,43-5,8,100,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,590,43-5,9,50,ST,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,591,43-5,10,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,592,43-5,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,Yes
7/14/19,593,43-5,sfc,sfc,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,Yes
7/14/19,594,43-4,1,442,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,595,43-4,2,442,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,596,43-4,3,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,597,43-4,4,300,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,598,43-4,5,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,599,43-4,6,150,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,600,43-4,7,100,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,601,43-4,8,100,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. No vis pellet.",,2.5,100,
7/14/19,602,43-4,9,50,,,,2/3/20,"Ext batch 571-602, neg for day in previous batch. ",,2.5,100,
7/14/19,603,43-4,10,50,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,604,43-4,sfc,sfc,,,,2/4/20,,,2.5,100,Yes
7/14/19,605,43-4,sfc,sfc,,,,2/4/20,,,2.5,100,Yes
7/14/19,606,43-2,1,135,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,607,43-2,2,135,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,608,43-2,3,100,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,609,43-2,4,100,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,610,43-2,5,50,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,611,43-2,6,50,,,,2/4/20,Non vis pellet.,,2.5,100,
7/14/19,612,43-2,sfc,sfc,,,,2/4/20,,,2.5,100,Yes
7/14/19,613,43-2,sfc,sfc,,,,2/4/20,,,2.5,100,
7/14/19,614,-,-,-,Lab DI water,,Lab.DI,2/4/20,,,2,100,
7/21/19,615,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/4/20,Non vis pellet.,,2,100,
7/21/19,616,-,-,-,"DI water from bucket priot to use, ~1.9 L",,Rinse.DI,2/4/20,Non vis pellet.,,1.9,100,
7/21/19,617,47-9,1,500,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,618,47-9,2,500,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,619,47-9,3,300,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,620,47-9,4,300,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,621,47-9,5,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,622,47-9,6,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,623,47-9,7,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,624,47-9,8,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,625,47-9,9,50,ST,,,2/4/20,,,2.5,100,
7/21/19,626,47-9,10,50,ST,,,2/4/20,,,2.5,100,
7/21/19,627,47-9,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,Yes
7/21/19,628,47-9,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,Yes
7/21/19,629,47-7,1,500,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,630,47-7,2,500,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,631,47-7,3,300,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,632,47-7,4,300,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
