qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul
H23,D12,1268,unknowns,UNKNOWN,26.645,-0.236,,,1,Undetermined,
H23,D13,1276,unknowns,UNKNOWN,29.536,2.655,NO,,1,Undetermined,
H23,D14,1276,unknowns,UNKNOWN,29.539,2.658,NO,,1,Undetermined,
H23,D15,1276,unknowns,UNKNOWN,28.648,1.767,NO,,1,Undetermined,
H23,D16,1284,unknowns,UNKNOWN,27.118,0.237,,,1,34.06,3.522
H23,D17,1284,unknowns,UNKNOWN,27.147,0.266,,,1,34.43,2.691
H23,D18,1284,unknowns,UNKNOWN,26.935,0.054,,,1,33.813,4.214
H23,D19,1292,unknowns,UNKNOWN,26.984,0.103,,,1,32.66,9.741
H23,D20,1292,unknowns,UNKNOWN,26.989,0.108,,,1,32.332,12.367
H23,D21,1292,unknowns,UNKNOWN,26.992,0.111,,,1,32.071,14.956
H23,E4,1253,unknowns,UNKNOWN,27.054,0.173,,,1,36.643,0.539
H23,E5,1253,unknowns,UNKNOWN,27.089,0.208,,,1,Undetermined,
H23,E6,1253,unknowns,UNKNOWN,27.034,0.153,,,1,37.156,0.371
H23,E7,1261,unknowns,UNKNOWN,27.623,0.742,NO,,1,Undetermined,
H23,E8,1261,unknowns,UNKNOWN,28.152,1.271,NO,,1,Undetermined,
H23,E9,1261,unknowns,UNKNOWN,27.916,1.035,NO,,1,Undetermined,
H23,E10,1269,unknowns,UNKNOWN,26.875,-0.006,,,1,Undetermined,
H23,E11,1269,unknowns,UNKNOWN,27.003,0.122,,,1,Undetermined,
H23,E12,1269,unknowns,UNKNOWN,26.886,0.005,,,1,Undetermined,
H23,E13,1277,field_neg,UNKNOWN,27.136,0.255,,,1,33.732,4.469
H23,E14,1277,field_neg,UNKNOWN,26.94,0.059,,,1,33.023,7.484
H23,E15,1277,field_neg,UNKNOWN,26.982,0.102,,,1,33.515,5.234
H23,E16,1285,unknowns,UNKNOWN,26.81,-0.071,,,1,32.492,11.009
H23,E17,1285,unknowns,UNKNOWN,26.943,0.063,,,1,32.678,9.617
H23,E18,1285,unknowns,UNKNOWN,27.051,0.17,,,1,32.814,8.713
H23,E19,1293,unknowns,UNKNOWN,26.882,0.001,,,1,32.053,15.153
H23,E20,1293,unknowns,UNKNOWN,27.042,0.162,,,1,31.68,19.872
H23,E21,1293,unknowns,UNKNOWN,26.964,0.083,,,1,31.742,18.993
H23,F4,1254,unknowns,UNKNOWN,26.878,-0.003,,,1,Undetermined,
H23,F5,1254,unknowns,UNKNOWN,26.868,-0.013,,,1,Undetermined,
H23,F6,1254,unknowns,UNKNOWN,27.016,0.136,,,1,Undetermined,
H23,F7,1262,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,F8,1262,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,F9,1262,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,F10,1270,unknowns,UNKNOWN,27.126,0.245,,,1,35.985,0.869
H23,F11,1270,unknowns,UNKNOWN,27.049,0.168,,,1,Undetermined,
H23,F12,1270,unknowns,UNKNOWN,27.05,0.169,,,1,37.802,0.232
H23,F13,1278,field_neg,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,F14,1278,field_neg,UNKNOWN,43.053,16.172,NO,,1,Undetermined,
H23,F15,1278,field_neg,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,F16,1286,unknowns,UNKNOWN,27.097,0.216,,,1,34.043,3.566
H23,F17,1286,unknowns,UNKNOWN,26.749,-0.132,,,1,34.403,2.745
H23,F18,1286,unknowns,UNKNOWN,27.081,0.2,,,1,34.575,2.422
H23,F19,1294,unknowns,UNKNOWN,27.101,0.22,,,1,Undetermined,
H23,F20,1294,unknowns,UNKNOWN,26.968,0.087,,,1,35.276,1.454
H23,F21,1294,unknowns,UNKNOWN,27.054,0.173,,,1,37.41,0.308
H23,G4,1255,unknowns,UNKNOWN,27.084,0.203,,,1,Undetermined,
H23,G5,1255,unknowns,UNKNOWN,27.007,0.126,,,1,Undetermined,
H23,G6,1255,unknowns,UNKNOWN,27.029,0.149,,,1,Undetermined,
H23,G7,1263,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,G8,1263,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,G9,1263,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,G10,1271,unknowns,UNKNOWN,26.846,-0.035,,,1,Undetermined,
H23,G11,1271,unknowns,UNKNOWN,26.745,-0.136,,,1,36.801,0.48
H23,G12,1271,unknowns,UNKNOWN,26.733,-0.148,,,1,37.396,0.311
H23,G13,1279,unknowns,UNKNOWN,29.191,2.31,NO,,1,38.204,0.173
H23,G14,1279,unknowns,UNKNOWN,30.36,3.479,NO,,1,38.865,0.107
H23,G15,1279,unknowns,UNKNOWN,34.328,7.447,NO,,1,Undetermined,
H23,G16,1287,unknowns,UNKNOWN,27,0.119,NO,,1,35.299,1.431
H23,G17,1287,unknowns,UNKNOWN,26.828,-0.053,NO,,1,37.873,0.22
H23,G18,1287,unknowns,UNKNOWN,27.102,0.221,NO,,1,37.13,0.378
H23,G19,1295,unknowns,UNKNOWN,27.017,0.136,,,1,33.954,3.804
H23,G20,1295,unknowns,UNKNOWN,26.985,0.104,,,1,33.906,3.94
H23,G21,1295,unknowns,UNKNOWN,27.103,0.222,,,1,32.89,8.246
H23,H4,1256,unknowns,UNKNOWN,26.927,0.047,,,1,36.58,0.564
H23,H5,1256,unknowns,UNKNOWN,26.86,-0.021,,,1,36.83,0.47
H23,H6,1256,unknowns,UNKNOWN,26.88,-0.001,,,1,Undetermined,
H23,H7,1264,unknowns,UNKNOWN,39.791,12.91,NO,,1,Undetermined,
H23,H8,1264,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,H9,1264,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,H10,1272,unknowns,UNKNOWN,26.95,0.069,,,1,37.275,0.34
H23,H11,1272,unknowns,UNKNOWN,26.856,-0.025,,,1,35.943,0.896
H23,H12,1272,unknowns,UNKNOWN,27.005,0.125,,,1,35.931,0.903
H23,H13,1280,unknowns,UNKNOWN,37.613,10.732,NO,,1,Undetermined,
H23,H14,1280,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,H15,1280,unknowns,UNKNOWN,43.073,16.193,NO,,1,Undetermined,
H23,H16,1288,unknowns,UNKNOWN,26.852,-0.029,,,1,30.922,34.473
H23,H17,1288,unknowns,UNKNOWN,26.804,-0.077,,,1,30.963,33.458
H23,H18,1288,unknowns,UNKNOWN,26.708,-0.173,,,1,31.037,31.716
H23,H19,1296,unknowns,UNKNOWN,26.852,-0.029,,,1,34.913,1.894
H23,H20,1296,unknowns,UNKNOWN,26.902,0.022,,,1,35.138,1.608
H23,H21,1296,unknowns,UNKNOWN,26.849,-0.032,,,1,35.49,1.245
H23,I1,1297,unknowns,UNKNOWN,26.759,-0.122,,,1,34.739,2.15
H23,I2,1297,unknowns,UNKNOWN,26.779,-0.102,,,1,35.044,1.722
H23,I3,1297,unknowns,UNKNOWN,26.824,-0.057,,,1,Undetermined,
H23,I4,1305,unknowns,UNKNOWN,26.868,-0.013,,,1,33.95,3.815
H23,I5,1305,unknowns,UNKNOWN,26.899,0.018,,,1,33.41,5.648
H23,I6,1305,unknowns,UNKNOWN,26.96,0.079,,,1,33.587,4.965
H23,I7,1313,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,I8,1313,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,I9,1313,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,I10,1321,unknowns,UNKNOWN,27.238,0.357,,,1,32.935,7.98
H23,I11,1321,unknowns,UNKNOWN,27.269,0.388,,,1,33.032,7.436
H23,I12,1321,unknowns,UNKNOWN,27.222,0.341,,,1,32.654,9.787
H23,I13,1329,unknowns,UNKNOWN,27.138,0.257,,,1,37.27,0.341
H23,I14,1329,unknowns,UNKNOWN,27.366,0.485,,,1,36.001,0.859
H23,I15,1329,unknowns,UNKNOWN,27.411,0.53,,,1,35.329,1.399
H23,I16,1337,unknowns,UNKNOWN,26.815,-0.066,,,1,34.407,2.737
H23,I17,1337,unknowns,UNKNOWN,26.672,-0.209,,,1,34.83,2.011
H23,I18,1337,unknowns,UNKNOWN,26.707,-0.174,,,1,34.956,1.835
H23,I19,extc200312,extc,UNKNOWN,26.825,-0.056,,,1,Undetermined,
H23,I20,extc200312,extc,UNKNOWN,26.79,-0.09,,,1,Undetermined,
H23,I21,extc200312,extc,UNKNOWN,26.968,0.087,,,1,Undetermined,
H23,J1,1298,unknowns,UNKNOWN,26.663,-0.218,,,1,25.784,"1,444.08"
H23,J2,1298,unknowns,UNKNOWN,26.757,-0.124,,,1,25.871,"1,355.93"
H23,J3,1298,unknowns,UNKNOWN,26.833,-0.048,,,1,25.968,"1,263.14"
H23,J4,ntc,ntc,NTC,26.812,-0.069,,,1,Undetermined,
H23,J5,ntc,ntc,NTC,26.868,-0.013,,,1,Undetermined,
H23,J6,ntc,ntc,NTC,26.957,0.076,,,1,Undetermined,
H23,J7,1314,unknowns,UNKNOWN,41.365,14.484,NO,,1,Undetermined,
H23,J8,1314,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,J9,1314,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,J10,1322,unknowns,UNKNOWN,32.323,5.442,NO,,1,42.594,0.007
H23,J11,1322,unknowns,UNKNOWN,41.352,14.471,NO,,1,Undetermined,
H23,J12,1322,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,J13,1330,unknowns,UNKNOWN,27.396,0.515,,,1,34.968,1.82
H23,J14,1330,unknowns,UNKNOWN,27.464,0.583,,,1,37.02,0.409
H23,J15,1330,unknowns,UNKNOWN,27.233,0.352,,,1,34.957,1.834
H23,J16,1338,unknowns,UNKNOWN,26.747,-0.134,,,1,34.363,2.824
H23,J17,1338,unknowns,UNKNOWN,26.787,-0.094,,,1,35.592,1.156
H23,J18,1338,unknowns,UNKNOWN,26.673,-0.208,,,1,35.592,1.156
H23,K1,1299,unknowns,UNKNOWN,27.998,1.117,NO,,1,34.694,2.221
H23,K2,1299,unknowns,UNKNOWN,29.255,2.374,NO,,1,43.38,0.004
H23,K3,1299,unknowns,UNKNOWN,29.18,2.3,NO,,1,38.81,0.111
H23,K4,1307,unknowns,UNKNOWN,26.955,0.074,,,1,34.629,2.328
H23,K5,1307,unknowns,UNKNOWN,27.046,0.165,,,1,34.504,2.549
H23,K6,1307,unknowns,UNKNOWN,26.863,-0.018,,,1,33.92,3.898
H23,K7,1315,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,K8,1315,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,K9,1315,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,K10,1323,unknowns,UNKNOWN,35.101,8.22,NO,,1,Undetermined,
H23,K11,1323,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,K12,1323,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,K13,1331,unknowns,UNKNOWN,27.236,0.356,NO,,1,32.884,8.277
H23,K14,1331,unknowns,UNKNOWN,29.334,2.453,NO,,1,34.402,2.746
H23,K15,1331,unknowns,UNKNOWN,28.756,1.876,NO,,1,34.786,2.077
H23,K16,1339,unknowns,UNKNOWN,26.677,-0.204,,,1,32.88,8.302
H23,K17,1339,unknowns,UNKNOWN,26.875,-0.006,,,1,33.463,5.433
H23,K18,1339,unknowns,UNKNOWN,26.956,0.075,,,1,33.181,6.671
H23,L1,1300,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,L2,1300,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,L3,1300,unknowns,UNKNOWN,41.826,14.945,NO,,1,Undetermined,
H23,L4,1308,unknowns,UNKNOWN,26.864,-0.016,,,1,31.898,16.956
H23,L5,1308,unknowns,UNKNOWN,26.868,-0.013,,,1,31.978,15.991
H23,L6,1308,unknowns,UNKNOWN,26.955,0.074,,,1,32.539,10.642
H23,L7,1316,unknowns,UNKNOWN,27.062,0.181,,,1,34.052,3.542
H23,L8,1316,unknowns,UNKNOWN,27.057,0.176,,,1,33.899,3.959
H23,L9,1316,unknowns,UNKNOWN,27.034,0.153,,,1,34.233,3.106
H23,L10,1324,unknowns,UNKNOWN,26.905,0.025,,,1,31.741,19.006
H23,L11,1324,unknowns,UNKNOWN,27.07,0.189,,,1,31.394,24.46
H23,L12,1324,unknowns,UNKNOWN,27.172,0.291,,,1,31.56,21.676
H23,L13,1332,unknowns,UNKNOWN,26.851,-0.03,,,1,31.318,25.855
H23,L14,1332,unknowns,UNKNOWN,26.837,-0.044,,,1,31.558,21.701
H23,L15,1332,unknowns,UNKNOWN,26.957,0.076,,,1,31.173,28.72
H23,L16,1340,unknowns,UNKNOWN,27.061,0.18,,,1,35.005,1.771
H23,L17,1340,unknowns,UNKNOWN,26.865,-0.016,,,1,36.206,0.74
H23,L18,1340,unknowns,UNKNOWN,26.944,0.063,,,1,38.771,0.115
H23,M1,1301,unknowns,UNKNOWN,39.105,12.224,NO,,1,Undetermined,
H23,M2,1301,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,M3,1301,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,M4,1309,unknowns,UNKNOWN,26.777,-0.104,,,1,36.176,0.756
H23,M5,1309,unknowns,UNKNOWN,26.863,-0.017,,,1,36.578,0.564
H23,M6,1309,unknowns,UNKNOWN,26.841,-0.039,,,1,Undetermined,
H23,M7,1317,unknowns,UNKNOWN,26.716,-0.165,,,1,33.407,5.66
H23,M8,1317,unknowns,UNKNOWN,26.866,-0.015,,,1,33.467,5.42
H23,M9,1317,unknowns,UNKNOWN,26.961,0.08,,,1,33.617,4.861
H23,M10,1325,unknowns,UNKNOWN,26.983,0.102,NO,,1,32.673,9.653
H23,M11,1325,unknowns,UNKNOWN,26.975,0.094,NO,,1,32.464,11.236
H23,M12,1325,unknowns,UNKNOWN,26.847,-0.034,NO,,1,32.759,9.063
H23,M13,1333,unknowns,UNKNOWN,26.935,0.054,,,1,34.74,2.148
H23,M14,1333,unknowns,UNKNOWN,26.967,0.086,,,1,35.549,1.193
H23,M15,1333,unknowns,UNKNOWN,26.807,-0.074,,,1,33.836,4.145
H23,M16,1341,unknowns,UNKNOWN,27.242,0.362,,,1,33.235,6.417
H23,M17,1341,unknowns,UNKNOWN,27.327,0.446,,,1,34.381,2.788
H23,M18,1341,unknowns,UNKNOWN,27.304,0.424,,,1,32.95,7.891
H23,N1,1302,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,N2,1302,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,N3,1302,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,N4,1310,unknowns,UNKNOWN,27.632,0.751,NO,,1,Undetermined,
H23,N5,1310,unknowns,UNKNOWN,27.521,0.64,NO,,1,Undetermined,
H23,N6,1310,unknowns,UNKNOWN,27.395,0.514,NO,,1,Undetermined,
H23,N7,1318,unknowns,UNKNOWN,26.727,-0.153,,,1,31.978,15.995
H23,N8,1318,unknowns,UNKNOWN,26.779,-0.102,,,1,32.265,12.984
H23,N9,1318,unknowns,UNKNOWN,26.948,0.067,,,1,32.448,11.366
H23,N10,1326,unknowns,UNKNOWN,26.882,0.001,NO,,1,28.442,209.205
H23,N11,1326,unknowns,UNKNOWN,26.878,-0.003,NO,,1,28.084,271.382
H23,N12,1326,unknowns,UNKNOWN,26.991,0.11,NO,,1,27.775,339.705
H23,N13,1334,unknowns,UNKNOWN,26.765,-0.116,,,1,32.132,14.297
H23,N14,1334,unknowns,UNKNOWN,27.198,0.317,,,1,32.206,13.558
H23,N15,1334,unknowns,UNKNOWN,26.75,-0.131,,,1,32.564,10.446
H23,N16,1342,field_neg,UNKNOWN,26.793,-0.088,,,1,32.725,9.292
H23,N17,1342,field_neg,UNKNOWN,26.941,0.06,,,1,32.525,10.746
H23,N18,1342,field_neg,UNKNOWN,26.899,0.018,,,1,33.257,6.314
H23,O1,1303,unknowns,UNKNOWN,26.703,-0.178,,,1,31.934,16.512
H23,O2,1303,unknowns,UNKNOWN,26.745,-0.136,,,1,32.479,11.115
H23,O3,1303,unknowns,UNKNOWN,26.8,-0.081,,,1,32.6,10.179
H23,O4,1311,unknowns,UNKNOWN,26.832,-0.049,,,1,36.792,0.483
H23,O5,1311,unknowns,UNKNOWN,27.001,0.12,,,1,35.952,0.89
H23,O6,1311,unknowns,UNKNOWN,26.967,0.086,,,1,37.393,0.312
H23,O7,1319,unknowns,UNKNOWN,26.819,-0.062,,,1,32.648,9.829
H23,O8,1319,unknowns,UNKNOWN,26.675,-0.206,,,1,32.596,10.206
H23,O9,1319,unknowns,UNKNOWN,26.711,-0.17,,,1,32.816,8.697
H23,O10,1327,unknowns,UNKNOWN,26.881,0,,,1,34.482,2.591
H23,O11,1327,unknowns,UNKNOWN,26.881,0,,,1,36.735,0.504
H23,O12,1327,unknowns,UNKNOWN,26.924,0.043,,,1,35.468,1.265
H23,O13,1335,unknowns,UNKNOWN,27.084,0.203,,,1,31.114,29.97
H23,O14,1335,unknowns,UNKNOWN,26.965,0.084,,,1,31.551,21.821
H23,O15,1335,unknowns,UNKNOWN,26.95,0.069,,,1,31.596,21.123
H23,P1,1304,unknowns,UNKNOWN,26.743,-0.138,,,1,32.96,7.837
H23,P2,1304,unknowns,UNKNOWN,26.596,-0.285,,,1,33.616,4.863
H23,P3,1304,unknowns,UNKNOWN,26.678,-0.203,,,1,33.402,5.682
H23,P4,1312,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,P5,1312,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,P6,1312,unknowns,UNKNOWN,45,18.119,NO,,1,Undetermined,
H23,P7,1320,unknowns,UNKNOWN,27.152,0.271,,,1,34.336,2.882
H23,P8,1320,unknowns,UNKNOWN,26.852,-0.029,,,1,33.717,4.519
H23,P9,1320,unknowns,UNKNOWN,27.186,0.305,,,1,33.204,6.561
H23,P10,1328,unknowns,UNKNOWN,27.173,0.292,,,1,36.106,0.795
H23,P11,1328,unknowns,UNKNOWN,27.587,0.706,,,1,36.987,0.419
H23,P12,1328,unknowns,UNKNOWN,27.309,0.428,,,1,35.733,1.044
H23,P13,1336,unknowns,UNKNOWN,26.907,0.026,,,1,31.996,15.789
H23,P14,1336,unknowns,UNKNOWN,26.892,0.011,,,1,32.002,15.72
H23,P15,1336,unknowns,UNKNOWN,26.843,-0.038,,,1,32.572,10.389
H24,A4,extc200929,extc,UNKNOWN,26.728,-0.34,,,1,Undetermined,
H24,A5,extc200929,extc,UNKNOWN,26.669,-0.399,,,1,Undetermined,
H24,A6,extc200929,extc,UNKNOWN,26.783,-0.285,,,1,Undetermined,
H24,A7,extc200929,extc,UNKNOWN,27.107,0.039,,,1,Undetermined,
H24,A8,extc200929,extc,UNKNOWN,26.935,-0.133,,,1,Undetermined,
H24,A9,extc200929,extc,UNKNOWN,26.967,-0.1,,,1,Undetermined,
H24,A22,ntc,ntc,NTC,27.192,0.124,,,1,Undetermined,
H24,A23,ntc,ntc,NTC,26.946,-0.122,,,1,Undetermined,
H24,A24,ntc,ntc,NTC,27.105,0.038,,,1,Undetermined,
H24,B4,extc200930,extc,UNKNOWN,26.856,-0.211,,,1,Undetermined,
H24,B5,extc200930,extc,UNKNOWN,26.866,-0.201,,,1,Undetermined,
H24,B6,extc200930,extc,UNKNOWN,26.822,-0.245,,,1,Undetermined,
H24,B7,exct201015,extc,UNKNOWN,26.872,-0.195,,,1,Undetermined,
H24,B8,exct201015,extc,UNKNOWN,26.917,-0.15,,,1,Undetermined,
H24,B9,exct201015,extc,UNKNOWN,27.023,-0.045,,,1,Undetermined,
H24,B22,ntc,ntc,NTC,27,-0.067,,,1,Undetermined,
H24,B23,ntc,ntc,NTC,27.148,0.081,,,1,Undetermined,
H24,B24,ntc,ntc,NTC,27.134,0.067,,,1,Undetermined,
H24,C4,extc201001,extc,UNKNOWN,26.9,-0.167,,,1,Undetermined,
H24,C5,extc201001,extc,UNKNOWN,26.885,-0.183,,,1,Undetermined,
H24,C6,extc201001,extc,UNKNOWN,27.075,0.008,,,1,Undetermined,
H24,C7,extcphaselock,extc,UNKNOWN,26.796,-0.271,,,1,Undetermined,
H24,C8,extcphaselock,extc,UNKNOWN,27.164,0.097,,,1,Undetermined,
H24,C9,extcphaselock,extc,UNKNOWN,26.952,-0.116,,,1,Undetermined,
H24,D4,extc201005,extc,UNKNOWN,26.904,-0.163,,,1,Undetermined,
H24,D5,extc201005,extc,UNKNOWN,26.789,-0.279,,,1,Undetermined,
H24,D6,extc201005,extc,UNKNOWN,26.956,-0.111,,,1,Undetermined,
H24,E4,extc201006,extc,UNKNOWN,26.994,-0.073,,,1,Undetermined,
H24,E5,extc201006,extc,UNKNOWN,27.151,0.084,,,1,Undetermined,
H24,E6,extc201006,extc,UNKNOWN,27.01,-0.058,,,1,Undetermined,
H24,E7,ntc,ntc,NTC,26.947,-0.121,,,1,Undetermined,
H24,F4,extc201007,extc,UNKNOWN,26.974,-0.094,,,1,Undetermined,
H24,F5,extc201007,extc,UNKNOWN,27.009,-0.058,,,1,Undetermined,
H24,F6,extc201007,extc,UNKNOWN,26.839,-0.229,,,1,Undetermined,
H24,F7,extc200212,extc,UNKNOWN,27.045,-0.023,,,1,Undetermined,
H24,F8,extc200212,extc,UNKNOWN,26.925,-0.143,,,1,Undetermined,
H24,F9,extc200212,extc,UNKNOWN,26.514,-0.554,,,1,Undetermined,
H24,G4,extc201008,extc,UNKNOWN,26.942,-0.125,,,1,Undetermined,
H24,G5,extc201008,extc,UNKNOWN,26.992,-0.075,,,1,Undetermined,
H24,G6,extc201008,extc,UNKNOWN,27.157,0.09,,,1,Undetermined,
H24,G7,extc200128,extc,UNKNOWN,27.153,0.085,,,1,Undetermined,
H24,G8,extc200128,extc,UNKNOWN,27.112,0.044,,,1,Undetermined,
H24,G9,extc200128,extc,UNKNOWN,26.992,-0.075,,,1,Undetermined,
H24,H4,extc201014,extc,UNKNOWN,26.96,-0.107,,,1,Undetermined,
H24,H5,extc201014,extc,UNKNOWN,26.915,-0.153,,,1,Undetermined,
H24,H6,extc201014,extc,UNKNOWN,27.071,0.004,,,1,Undetermined,
H24,H7,extc200203,extc,UNKNOWN,27.155,0.087,,,1,Undetermined,
H24,H8,extc200203,extc,UNKNOWN,26.984,-0.083,,,1,Undetermined,
H24,H9,extc200203,extc,UNKNOWN,26.736,-0.331,,,1,Undetermined,
H25,A22,ntc,ntc,NTC,26.772,-0.087,,,1,Undetermined,
H26,A23,ntc,ntc,NTC,26.935,0.076,,,1,Undetermined,
H27,A24,ntc,ntc,NTC,26.871,0.012,,,1,Undetermined,
H28,B22,ntc,ntc,NTC,26.981,0.122,,,1,Undetermined,
H29,B23,ntc,ntc,NTC,26.951,0.092,,,1,Undetermined,
H30,B24,ntc,ntc,NTC,26.844,-0.015,,,1,Undetermined,
H31,K16,ntc,ntc,NTC,26.756,-0.103,,,1,Undetermined,
H32,K17,ntc,ntc,NTC,26.696,-0.163,,,1,Undetermined,
H33,K18,ntc,ntc,NTC,26.926,0.067,,,1,Undetermined,
H25,A4,1345,unknowns,UNKNOWN,26.664,-0.195,,,1,33.648,4.394
H25,A5,1345,unknowns,UNKNOWN,26.711,-0.148,,,1,32.798,7.973
H25,A6,1345,unknowns,UNKNOWN,26.765,-0.095,,,1,32.835,7.769
H25,A7,1353,unknowns,UNKNOWN,41.268,14.409,NO,,1,Undetermined,
H25,A8,1353,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,A9,1353,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,A10,1361,unknowns,UNKNOWN,26.645,-0.215,,,1,33.647,4.394
H25,A11,1361,unknowns,UNKNOWN,27.135,0.276,,,1,33.051,6.678
H25,A12,1361,unknowns,UNKNOWN,26.929,0.07,,,1,33.588,4.581
H25,A13,1369,unknowns,UNKNOWN,26.978,0.119,,,1,31.61,18.343
H25,A14,1369,unknowns,UNKNOWN,27.605,0.746,,,1,32.253,11.683
H25,A15,1369,unknowns,UNKNOWN,27.305,0.446,,,1,31.984,14.113
H25,A16,1377,unknowns,UNKNOWN,26.811,-0.048,,,1,35.254,1.424
H25,A17,1377,unknowns,UNKNOWN,26.822,-0.037,,,1,35.029,1.668
H25,A18,1377,unknowns,UNKNOWN,26.858,-0.001,,,1,35.596,1.12
H25,A19,1385,unknowns,UNKNOWN,26.881,0.022,,,1,32.329,11.083
H25,A20,1385,unknowns,UNKNOWN,26.829,-0.03,,,1,31.968,14.267
H25,A21,1385,unknowns,UNKNOWN,26.933,0.074,,,1,31.983,14.12
H25,B4,1346,unknowns,UNKNOWN,26.681,-0.178,,,1,35.962,0.867
H25,B5,1346,unknowns,UNKNOWN,26.607,-0.252,,,1,Undetermined,
H25,B6,1346,unknowns,UNKNOWN,26.745,-0.114,,,1,34.172,3.041
H25,B7,1354,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,B8,1354,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,B9,1354,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,B10,1362,unknowns,UNKNOWN,26.988,0.129,,,1,34.432,2.534
H25,B11,1362,unknowns,UNKNOWN,26.909,0.05,,,1,34.552,2.329
H25,B12,1362,unknowns,UNKNOWN,26.813,-0.046,,,1,34.542,2.346
H25,B13,1370,unknowns,UNKNOWN,27.056,0.197,,,1,34.011,3.406
H25,B14,1370,unknowns,UNKNOWN,27.26,0.401,,,1,36.477,0.604
H25,B15,1370,unknowns,UNKNOWN,27.645,0.786,,,1,35.472,1.221
H25,B16,1378,unknowns,UNKNOWN,26.945,0.086,,,1,30.156,50.863
H25,B17,1378,unknowns,UNKNOWN,27.026,0.167,,,1,29.988,57.236
H25,B18,1378,unknowns,UNKNOWN,26.885,0.025,,,1,29.74,68.107
H25,B19,1386,unknowns,UNKNOWN,26.868,0.009,,,1,34.85,1.891
H25,B20,1386,unknowns,UNKNOWN,26.916,0.057,,,1,34.702,2.097
H25,B21,1386,unknowns,UNKNOWN,26.835,-0.024,,,1,34.511,2.399
H25,C4,1347,unknowns,UNKNOWN,26.838,-0.021,,,1,34.331,2.719
H25,C5,1347,unknowns,UNKNOWN,26.78,-0.079,,,1,35.301,1.378
H25,C6,1347,unknowns,UNKNOWN,26.834,-0.025,,,1,34.199,2.984
H25,C7,1355,unknowns,UNKNOWN,41.386,14.527,NO,,1,Undetermined,
H25,C8,1355,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,C9,1355,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,C10,1363,unknowns,UNKNOWN,26.866,0.007,,,1,34.156,3.076
H25,C11,1363,unknowns,UNKNOWN,26.768,-0.091,,,1,32.412,10.451
H25,C12,1363,unknowns,UNKNOWN,26.817,-0.042,,,1,33.952,3.549
H25,C13,1371,unknowns,UNKNOWN,27.037,0.178,,,1,31.303,22.748
H25,C14,1371,unknowns,UNKNOWN,27.016,0.157,,,1,31.406,21.17
H25,C15,1371,unknowns,UNKNOWN,26.92,0.061,,,1,31.175,24.89
H25,C16,1379,unknowns,UNKNOWN,28.871,2.012,NO,,1,Undetermined,
H25,C17,1379,unknowns,UNKNOWN,32.779,5.92,NO,,1,Undetermined,
