qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul
H25,C18,1379,unknowns,UNKNOWN,32.601,5.742,NO,,1,Undetermined,
H25,C19,1387,field_neg,UNKNOWN,26.831,-0.028,,,1,35.751,1.004
H25,C20,1387,field_neg,UNKNOWN,26.99,0.131,,,1,Undetermined,
H25,C21,1387,field_neg,UNKNOWN,26.884,0.025,,,1,34.694,2.109
H25,C22,extc201001,extc,UNKNOWN,26.884,0.025,,,1,Undetermined,
H25,C23,extc201001,extc,UNKNOWN,26.994,0.135,,,1,Undetermined,
H25,C24,extc201001,extc,UNKNOWN,26.879,0.02,,,1,Undetermined,
H25,D4,1348,unknowns,UNKNOWN,26.674,-0.185,,,1,34.402,2.588
H25,D5,1348,unknowns,UNKNOWN,26.744,-0.115,,,1,34.125,3.142
H25,D6,1348,unknowns,UNKNOWN,26.732,-0.127,,,1,33.79,3.977
H25,D7,1356,unknowns,UNKNOWN,28.823,1.964,NO,,1,33.68,4.294
H25,D8,1356,unknowns,UNKNOWN,41.933,15.074,NO,,1,Undetermined,
H25,D9,1356,unknowns,UNKNOWN,35.706,8.847,NO,,1,38.281,0.17
H25,D10,1364,unknowns,UNKNOWN,27.028,0.169,,,1,33.616,4.492
H25,D11,1364,unknowns,UNKNOWN,26.864,0.005,,,1,35.035,1.66
H25,D12,1364,unknowns,UNKNOWN,26.834,-0.025,,,1,33.132,6.307
H25,D13,1372,unknowns,UNKNOWN,26.991,0.132,,,1,29.651,72.475
H25,D14,1372,unknowns,UNKNOWN,27.164,0.305,,,1,29.79,65.783
H25,D15,1372,unknowns,UNKNOWN,27.116,0.257,,,1,29.697,70.207
H25,D16,1380,unknowns,UNKNOWN,29.044,2.185,NO,,1,37.153,0.376
H25,D17,1380,unknowns,UNKNOWN,31.07,4.211,NO,,1,39.006,0.102
H25,D18,1380,unknowns,UNKNOWN,30.933,4.074,NO,,1,38.383,0.159
H25,D19,1388,unknowns,UNKNOWN,42.129,15.27,NO,,1,Undetermined,
H25,D20,1388,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,D21,1388,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,D22,extc201005,extc,UNKNOWN,27.071,0.212,,,1,37.484,0.298
H25,D23,extc201005,extc,UNKNOWN,26.987,0.128,,,1,Undetermined,
H25,D24,extc201005,extc,UNKNOWN,26.857,-0.002,,,1,Undetermined,
H25,E4,1349,unknowns,UNKNOWN,27.055,0.196,,,1,Undetermined,
H25,E5,1349,unknowns,UNKNOWN,27.058,0.199,,,1,36.261,0.702
H25,E6,1349,unknowns,UNKNOWN,26.968,0.109,,,1,34.956,1.755
H25,E7,1357,unknowns,UNKNOWN,26.751,-0.108,,,1,31.522,19.52
H25,E8,1357,unknowns,UNKNOWN,26.957,0.098,,,1,31.388,21.432
H25,E9,1357,unknowns,UNKNOWN,26.826,-0.033,,,1,31.563,18.962
H25,E10,1365,unknowns,UNKNOWN,27.043,0.184,,,1,34.583,2.279
H25,E11,1365,unknowns,UNKNOWN,26.95,0.091,,,1,36.166,0.751
H25,E12,1365,unknowns,UNKNOWN,26.866,0.007,,,1,36.156,0.756
H25,E13,1373,unknowns,UNKNOWN,26.799,-0.06,,,1,31.202,24.431
H25,E14,1373,unknowns,UNKNOWN,26.919,0.06,,,1,30.811,32.139
H25,E15,1373,unknowns,UNKNOWN,27.004,0.145,,,1,30.863,30.982
H25,E16,1381,unknowns,UNKNOWN,26.686,-0.173,,,1,31.565,18.937
H25,E17,1381,unknowns,UNKNOWN,27.024,0.165,,,1,32.387,10.635
H25,E18,1381,unknowns,UNKNOWN,26.965,0.106,,,1,32.393,10.591
H25,E19,1389,unknowns,UNKNOWN,44.617,17.758,NO,,1,Undetermined,
H25,E20,1389,unknowns,UNKNOWN,43.547,16.688,NO,,1,Undetermined,
H25,E21,1389,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,E22,extc201006,extc,UNKNOWN,27.083,0.224,,,1,Undetermined,
H25,E23,extc201006,extc,UNKNOWN,26.991,0.132,,,1,Undetermined,
H25,E24,extc201006,extc,UNKNOWN,26.867,0.008,,,1,Undetermined,
H25,F4,1350,unknowns,UNKNOWN,26.835,-0.024,,,1,33.589,4.579
H25,F5,1350,unknowns,UNKNOWN,26.828,-0.031,,,1,33.579,4.611
H25,F6,1350,unknowns,UNKNOWN,26.833,-0.026,,,1,34.776,1.991
H25,F7,1358,unknowns,UNKNOWN,27.048,0.189,,,1,34.692,2.112
H25,F8,1358,unknowns,UNKNOWN,26.881,0.022,,,1,34.009,3.41
H25,F9,1358,unknowns,UNKNOWN,27.026,0.167,,,1,33.247,5.82
H25,F10,1366,unknowns,UNKNOWN,26.787,-0.072,,,1,34.726,2.063
H25,F11,1366,unknowns,UNKNOWN,26.856,-0.003,,,1,34.963,1.747
H25,F12,1366,unknowns,UNKNOWN,26.892,0.033,,,1,34.067,3.274
H25,F13,1374,unknowns,UNKNOWN,26.678,-0.181,,,1,31.451,20.511
H25,F14,1374,unknowns,UNKNOWN,26.784,-0.075,,,1,31.473,20.196
H25,F15,1374,unknowns,UNKNOWN,26.952,0.093,,,1,31.33,22.333
H25,F16,1382,unknowns,UNKNOWN,26.959,0.1,,,1,30.317,45.439
H25,F17,1382,unknowns,UNKNOWN,27.034,0.175,,,1,30.166,50.517
H25,F18,1382,unknowns,UNKNOWN,26.928,0.069,,,1,30.536,38.957
H25,F19,1390,unknowns,UNKNOWN,27.088,0.229,,,1,30.695,34.865
H25,F20,1390,unknowns,UNKNOWN,26.955,0.096,,,1,30.517,39.48
H25,F21,1390,unknowns,UNKNOWN,26.988,0.129,,,1,30.92,29.772
H25,F22,extc201007,extc,UNKNOWN,26.867,0.008,,,1,Undetermined,
H25,F23,extc201007,extc,UNKNOWN,26.826,-0.033,,,1,Undetermined,
H25,F24,extc201007,extc,UNKNOWN,26.837,-0.022,,,1,Undetermined,
H25,G4,1351,unknowns,UNKNOWN,26.893,0.034,,,1,Undetermined,
H25,G5,1351,unknowns,UNKNOWN,26.737,-0.122,,,1,35.621,1.101
H25,G6,1351,unknowns,UNKNOWN,26.838,-0.021,,,1,36.643,0.537
H25,G7,1359,unknowns,UNKNOWN,27.048,0.189,,,1,32.555,9.454
H25,G8,1359,unknowns,UNKNOWN,27.023,0.163,,,1,32.531,9.619
H25,G9,1359,unknowns,UNKNOWN,26.808,-0.051,,,1,32.394,10.587
H25,G10,1367,unknowns,UNKNOWN,26.856,-0.003,,,1,32.447,10.199
H25,G11,1367,unknowns,UNKNOWN,26.728,-0.131,,,1,33.096,6.47
H25,G12,1367,unknowns,UNKNOWN,26.788,-0.071,,,1,32.544,9.528
H25,G13,1375,unknowns,UNKNOWN,26.813,-0.046,,,1,33.163,6.173
H25,G14,1375,unknowns,UNKNOWN,26.726,-0.133,,,1,32.946,7.186
H25,G15,1375,unknowns,UNKNOWN,26.617,-0.242,,,1,33.487,4.916
H25,G16,1383,unknowns,UNKNOWN,26.727,-0.132,,,1,32.527,9.644
H25,G17,1383,unknowns,UNKNOWN,26.703,-0.156,,,1,33.572,4.634
H25,G18,1383,unknowns,UNKNOWN,27.107,0.248,,,1,33.114,6.386
H25,G19,1391,unknowns,UNKNOWN,27.11,0.251,,,1,33.298,5.613
H25,G20,1391,unknowns,UNKNOWN,26.769,-0.09,,,1,32.322,11.13
H25,G21,1391,unknowns,UNKNOWN,26.961,0.102,,,1,33.071,6.584
H25,G22,extc201008,extc,UNKNOWN,26.74,-0.119,,,1,Undetermined,
H25,G23,extc201008,extc,UNKNOWN,26.767,-0.092,,,1,Undetermined,
H25,G24,extc201008,extc,UNKNOWN,26.91,0.051,,,1,Undetermined,
H25,H4,1352,unknowns,UNKNOWN,26.747,-0.112,,,1,36.183,0.742
H25,H5,1352,unknowns,UNKNOWN,26.737,-0.123,,,1,37.778,0.242
H25,H6,1352,unknowns,UNKNOWN,26.908,0.049,,,1,Undetermined,
H25,H7,1360,unknowns,UNKNOWN,26.949,0.09,,,1,33.302,5.598
H25,H8,1360,unknowns,UNKNOWN,26.862,0.003,,,1,33.504,4.859
H25,H9,1360,unknowns,UNKNOWN,26.813,-0.046,,,1,33.437,5.092
H25,H10,1368,unknowns,UNKNOWN,26.708,-0.151,,,1,32.834,7.775
H25,H11,1368,unknowns,UNKNOWN,26.74,-0.119,,,1,32.934,7.246
H25,H12,1368,unknowns,UNKNOWN,26.871,0.012,,,1,32.77,8.132
H25,H13,1376,unknowns,UNKNOWN,26.831,-0.028,,,1,34.361,2.663
H25,H14,1376,unknowns,UNKNOWN,26.643,-0.216,,,1,35.336,1.345
H25,H15,1376,unknowns,UNKNOWN,26.808,-0.051,,,1,33.76,4.06
H25,H16,1384,unknowns,UNKNOWN,26.864,0.005,,,1,33.684,4.282
H25,H17,1384,unknowns,UNKNOWN,26.627,-0.232,,,1,34.93,1.787
H25,H18,1384,unknowns,UNKNOWN,26.836,-0.023,,,1,34.861,1.875
H25,H19,1392,unknowns,UNKNOWN,26.514,-0.345,,,1,29.329,90.894
H25,H20,1392,unknowns,UNKNOWN,26.62,-0.239,,,1,28.812,130.621
H25,H21,1392,unknowns,UNKNOWN,26.772,-0.087,,,1,28.858,126.421
H25,H22,extc201014,extc,UNKNOWN,26.889,0.03,,,1,Undetermined,
H25,H23,extc201014,extc,UNKNOWN,26.911,0.052,,,1,Undetermined,
H25,H24,extc201014,extc,UNKNOWN,26.769,-0.09,,,1,Undetermined,
H25,I1,1393,unknowns,UNKNOWN,26.853,-0.006,,,1,31.651,17.826
H25,I2,1393,unknowns,UNKNOWN,26.881,0.022,,,1,31.242,23.751
H25,I3,1393,unknowns,UNKNOWN,26.897,0.038,,,1,31.114,25.985
H25,I4,1401,unknowns,UNKNOWN,30.601,3.742,NO,,1,35.712,1.033
H25,I5,1401,unknowns,UNKNOWN,41.511,14.652,NO,,1,Undetermined,
H25,I6,1401,unknowns,UNKNOWN,39.454,12.595,NO,,1,Undetermined,
H25,I7,1409,unknowns,UNKNOWN,26.526,-0.333,,,1,32.023,13.73
H25,I8,1409,unknowns,UNKNOWN,26.942,0.083,,,1,32.038,13.587
H25,I9,1409,unknowns,UNKNOWN,26.709,-0.15,,,1,31.889,15.086
H25,I10,1417,unknowns,UNKNOWN,26.918,0.059,,,1,34.439,2.522
H25,I11,1417,unknowns,UNKNOWN,26.661,-0.198,,,1,34.691,2.114
H25,I12,1417,unknowns,UNKNOWN,26.647,-0.212,,,1,33.695,4.25
H25,I13,1425,unknowns,UNKNOWN,26.769,-0.09,,,1,32.203,12.102
H25,I14,1425,unknowns,UNKNOWN,26.798,-0.061,,,1,31.926,14.694
H25,I15,1425,unknowns,UNKNOWN,26.77,-0.089,,,1,31.265,23.376
H25,I16,1433,unknowns,UNKNOWN,26.822,-0.037,,,1,31.662,17.689
H25,I17,1433,unknowns,UNKNOWN,26.936,0.077,,,1,31.561,18.989
H25,I18,1433,unknowns,UNKNOWN,26.797,-0.062,,,1,31.698,17.248
H25,I22,1343,unknowns,UNKNOWN,27.058,0.199,NO,,1,31.262,23.425
H25,I23,1343,unknowns,UNKNOWN,29.703,2.844,NO,,1,33.327,5.5
H25,I24,1343,unknowns,UNKNOWN,34.127,7.268,NO,,1,36.673,0.526
H25,J1,1394,field_neg,UNKNOWN,26.739,-0.12,,,1,33.132,6.308
H25,J2,1394,field_neg,UNKNOWN,26.969,0.11,,,1,32.765,8.161
H25,J3,1394,field_neg,UNKNOWN,26.545,-0.314,,,1,32.415,10.434
H25,J4,1402,unknowns,UNKNOWN,35.61,8.751,NO,,1,39.179,0.091
H25,J5,1402,unknowns,UNKNOWN,40.179,13.32,NO,,1,Undetermined,
H25,J6,1402,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,J7,1410,unknowns,UNKNOWN,26.934,0.075,,,1,32.946,7.187
H25,J8,1410,unknowns,UNKNOWN,26.941,0.082,,,1,33.226,5.907
H25,J9,1410,unknowns,UNKNOWN,26.727,-0.133,,,1,33.265,5.747
H25,J10,1418,unknowns,UNKNOWN,26.721,-0.138,,,1,37.213,0.36
H25,J11,1418,unknowns,UNKNOWN,26.842,-0.017,,,1,36.454,0.613
H25,J12,1418,unknowns,UNKNOWN,26.521,-0.338,,,1,35.471,1.223
H25,J13,1426,unknowns,UNKNOWN,27.044,0.185,,,1,34.36,2.665
H25,J14,1426,unknowns,UNKNOWN,26.83,-0.029,,,1,34.351,2.683
H25,J15,1426,unknowns,UNKNOWN,26.557,-0.303,,,1,35.505,1.194
H25,J16,1434,unknowns,UNKNOWN,26.784,-0.075,,,1,36.493,0.597
H25,J17,1434,unknowns,UNKNOWN,26.694,-0.165,,,1,35.329,1.351
H25,J18,1434,unknowns,UNKNOWN,26.608,-0.251,,,1,34.938,1.777
H25,J22,1344,unknowns,UNKNOWN,27.295,0.436,NO,,1,33.275,5.705
H25,J23,1344,unknowns,UNKNOWN,28.285,1.426,NO,,1,34.126,3.142
H25,J24,1344,unknowns,UNKNOWN,28.197,1.338,NO,,1,33.975,3.492
H25,K1,1395,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,K2,1395,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,K3,1395,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,K4,1403,unknowns,UNKNOWN,27.612,0.753,NO,,1,34.413,2.569
H25,K5,1403,unknowns,UNKNOWN,28.256,1.397,NO,,1,35.541,1.165
H25,K6,1403,unknowns,UNKNOWN,28.848,1.989,NO,,1,35.937,0.882
H25,K7,1411,unknowns,UNKNOWN,28.537,1.678,NO,,1,37.127,0.383
H25,K8,1411,unknowns,UNKNOWN,32.082,5.223,NO,,1,41.413,0.019
H25,K9,1411,unknowns,UNKNOWN,30.602,3.743,NO,,1,38.366,0.16
H25,K10,1419,unknowns,UNKNOWN,27.021,0.162,,,1,27.553,315.93
H25,K11,1419,unknowns,UNKNOWN,26.831,-0.028,,,1,27.362,361.067
H25,K12,1419,unknowns,UNKNOWN,26.954,0.095,,,1,27.487,330.718
H25,K13,1427,unknowns,UNKNOWN,27.068,0.209,,,1,34.498,2.42
H25,K14,1427,unknowns,UNKNOWN,26.99,0.131,,,1,33.514,4.824
H25,K15,1427,unknowns,UNKNOWN,27.009,0.15,,,1,34.13,3.131
H25,L1,1396,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,L2,1396,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,L3,1396,unknowns,UNKNOWN,45,18.141,NO,,1,Undetermined,
H25,L4,1404,unknowns,UNKNOWN,27.738,0.879,NO,,1,37.56,0.282
H25,L5,1404,unknowns,UNKNOWN,29.277,2.418,NO,,1,39.939,0.053
H25,L6,1404,unknowns,UNKNOWN,31.55,4.691,NO,,1,Undetermined,
H25,L7,1412,unknowns,UNKNOWN,28.278,1.419,NO,,1,37.911,0.221
H25,L8,1412,unknowns,UNKNOWN,30.622,3.763,NO,,1,38.955,0.106
H25,L9,1412,unknowns,UNKNOWN,29.114,2.255,NO,,1,37.54,0.286
H25,L10,1420,unknowns,UNKNOWN,27.081,0.222,,,1,39.18,0.091
H25,L11,1420,unknowns,UNKNOWN,26.813,-0.046,,,1,34.284,2.811
H25,L12,1420,unknowns,UNKNOWN,26.981,0.122,,,1,34.577,2.289
H25,L13,1428,unknowns,UNKNOWN,27.005,0.146,,,1,33.06,6.636
H25,L14,1428,unknowns,UNKNOWN,26.854,-0.005,,,1,34.231,2.918
H25,L15,1428,unknowns,UNKNOWN,27.018,0.159,,,1,33.331,5.484
H25,L16,1436,unknowns,UNKNOWN,26.996,0.136,,,1,37.319,0.334
H25,L17,1436,unknowns,UNKNOWN,27.045,0.186,,,1,40.535,0.035
H25,L18,1436,unknowns,UNKNOWN,27.175,0.316,,,1,35.808,0.965
H25,M1,1397,unknowns,UNKNOWN,26.745,-0.114,,,1,33.429,5.123
H25,M2,1397,unknowns,UNKNOWN,27.004,0.145,,,1,33.844,3.827
H25,M3,1397,unknowns,UNKNOWN,26.928,0.069,,,1,33.487,4.918
H25,M4,1405,unknowns,UNKNOWN,26.704,-0.155,,,1,30.372,43.714
H25,M5,1405,unknowns,UNKNOWN,26.931,0.072,,,1,30.254,47.502
H25,M6,1405,unknowns,UNKNOWN,26.924,0.065,,,1,29.962,58.273
H25,M7,1413,unknowns,UNKNOWN,26.892,0.033,,,1,33.986,3.466
H25,M8,1413,unknowns,UNKNOWN,26.513,-0.346,,,1,32.874,7.559
H25,M9,1413,unknowns,UNKNOWN,26.842,-0.017,,,1,34.016,3.394
H25,M10,1421,unknowns,UNKNOWN,26.808,-0.051,,,1,32.889,7.478
H25,M11,1421,unknowns,UNKNOWN,26.73,-0.129,,,1,32.509,9.767
H25,M12,1421,unknowns,UNKNOWN,26.997,0.138,,,1,32.835,7.767
H25,M13,1429,unknowns,UNKNOWN,26.776,-0.083,,,1,36.707,0.514
H25,M14,1429,unknowns,UNKNOWN,26.821,-0.038,,,1,37.461,0.303
H25,M15,1429,unknowns,UNKNOWN,27.021,0.162,,,1,34.32,2.742
H25,M16,1437,unknowns,UNKNOWN,27.507,0.648,,,1,34.677,2.134
H25,M17,1437,unknowns,UNKNOWN,27.162,0.303,,,1,34.223,2.934
H25,M18,1437,unknowns,UNKNOWN,27.046,0.187,,,1,34.598,2.256
H25,N1,1398,unknowns,UNKNOWN,26.993,0.134,,,1,32.886,7.495
H25,N2,1398,unknowns,UNKNOWN,27.076,0.217,,,1,32.868,7.593
H25,N3,1398,unknowns,UNKNOWN,26.995,0.136,,,1,32.849,7.695
H25,N4,1406,unknowns,UNKNOWN,26.822,-0.037,,,1,32.063,13.351
H25,N5,1406,unknowns,UNKNOWN,26.68,-0.179,,,1,31.435,20.749
H25,N6,1406,unknowns,UNKNOWN,26.907,0.048,,,1,31.773,16.362
H25,N7,1414,unknowns,UNKNOWN,27.104,0.245,,,1,33.346,5.428
H25,N8,1414,unknowns,UNKNOWN,26.99,0.131,,,1,33.494,4.892
H25,N9,1414,unknowns,UNKNOWN,26.715,-0.145,,,1,34.886,1.843
H25,N10,1422,unknowns,UNKNOWN,26.797,-0.063,,,1,30.406,42.695
H25,N11,1422,unknowns,UNKNOWN,26.843,-0.016,,,1,30.413,42.489
H25,N12,1422,unknowns,UNKNOWN,26.714,-0.145,,,1,30.05,54.8
H25,N13,1430,unknowns,UNKNOWN,26.968,0.109,,,1,35.173,1.507
H25,N14,1430,unknowns,UNKNOWN,26.952,0.093,,,1,35.994,0.847
H25,N15,1430,unknowns,UNKNOWN,26.827,-0.032,,,1,35.322,1.358
H25,N16,1438,unknowns,UNKNOWN,26.973,0.114,,,1,34.835,1.911
H25,N17,1438,unknowns,UNKNOWN,26.927,0.068,,,1,34.026,3.369
H25,N18,1438,unknowns,UNKNOWN,27.034,0.175,,,1,34.418,2.558
H25,O1,1399,unknowns,UNKNOWN,27.22,0.361,,,1,31.142,25.483
H25,O2,1399,unknowns,UNKNOWN,27.132,0.273,,,1,30.939,29.368
H25,O3,1399,unknowns,UNKNOWN,27.061,0.202,,,1,30.818,31.965
H25,O4,1407,unknowns,UNKNOWN,26.669,-0.19,,,1,31.086,26.503
H25,O5,1407,unknowns,UNKNOWN,26.685,-0.174,,,1,30.699,34.763
H25,O6,1407,unknowns,UNKNOWN,26.698,-0.161,,,1,31.011,27.917
H25,O7,1415,unknowns,UNKNOWN,26.769,-0.09,,,1,31.078,26.644
H25,O8,1415,unknowns,UNKNOWN,26.777,-0.082,,,1,31.286,23.034
H25,O9,1415,unknowns,UNKNOWN,26.744,-0.115,,,1,31.203,24.408
H25,O10,1423,unknowns,UNKNOWN,27.322,0.463,,,1,36.824,0.473
H25,O11,1423,unknowns,UNKNOWN,27.414,0.555,,,1,36.622,0.545
H25,O12,1423,unknowns,UNKNOWN,26.842,-0.017,,,1,35.471,1.223
H25,O13,1431,unknowns,UNKNOWN,26.867,0.008,,,1,35.978,0.857
H25,O14,1431,unknowns,UNKNOWN,26.836,-0.023,,,1,37.851,0.23
H25,O15,1431,unknowns,UNKNOWN,26.923,0.064,,,1,36.234,0.716
H25,O16,1439,unknowns,UNKNOWN,26.875,0.016,,,1,31.439,20.683
H25,O17,1439,unknowns,UNKNOWN,26.984,0.125,,,1,31.258,23.488
H25,O18,1439,unknowns,UNKNOWN,27.031,0.172,,,1,31.957,14.384
H25,P1,1400,unknowns,UNKNOWN,26.861,0.002,,,1,32.745,8.273
H25,P2,1400,unknowns,UNKNOWN,27.038,0.179,,,1,32.716,8.446
H25,P3,1400,unknowns,UNKNOWN,26.981,0.122,,,1,32.269,11.554
H25,P4,1408,unknowns,UNKNOWN,26.793,-0.066,,,1,32.214,12.008
H25,P5,1408,unknowns,UNKNOWN,26.597,-0.262,,,1,32.272,11.528
H25,P6,1408,unknowns,UNKNOWN,26.647,-0.213,,,1,32.022,13.741
H25,P7,1416,unknowns,UNKNOWN,26.514,-0.345,,,1,31.093,26.357
H25,P8,1416,unknowns,UNKNOWN,26.567,-0.292,,,1,30.91,29.981
H25,P9,1416,unknowns,UNKNOWN,26.775,-0.084,,,1,30.895,30.295
H25,P10,1424,unknowns,UNKNOWN,26.919,0.06,,,1,39.084,0.097
H25,P11,1424,unknowns,UNKNOWN,26.993,0.134,,,1,36.249,0.708
H25,P12,1424,unknowns,UNKNOWN,26.795,-0.064,,,1,36.692,0.519
H25,P13,1432,unknowns,UNKNOWN,26.904,0.045,,,1,36.274,0.696
H25,P14,1432,unknowns,UNKNOWN,26.837,-0.023,,,1,35.057,1.635
H25,P15,1432,unknowns,UNKNOWN,26.786,-0.073,,,1,34.557,2.322
H25,P16,1440,unknowns,UNKNOWN,26.759,-0.1,,,1,Undetermined,
H25,P17,1440,unknowns,UNKNOWN,26.73,-0.13,,,1,37.43,0.31
H25,P18,1440,unknowns,UNKNOWN,26.771,-0.088,,,1,35.424,1.264
H26,A4,1441,unknowns,UNKNOWN,26.715,-0.142,,,1,36.036,1.184
H26,A5,1441,unknowns,UNKNOWN,26.741,-0.116,,,1,34.965,2.562
H26,A6,1441,unknowns,UNKNOWN,26.897,0.039,,,1,35.156,2.233
H26,A7,1449,unknowns,UNKNOWN,26.75,-0.107,,,1,37.304,0.475
H26,A8,1449,unknowns,UNKNOWN,26.733,-0.124,,,1,34.495,3.596
H26,A9,1449,unknowns,UNKNOWN,26.786,-0.071,,,1,36.667,0.751
H26,A10,1457,unknowns,UNKNOWN,26.98,0.123,NO,,1,39.062,0.134
H26,A11,1457,unknowns,UNKNOWN,27.407,0.55,NO,,1,36.768,0.699
H26,A12,1457,unknowns,UNKNOWN,27.767,0.91,NO,,1,36.879,0.645
H26,A13,1465,unknowns,UNKNOWN,26.819,-0.038,,,1,35.28,2.043
H26,A14,1465,unknowns,UNKNOWN,26.878,0.02,,,1,33.979,5.215
H26,A15,1465,unknowns,UNKNOWN,26.745,-0.112,,,1,35.765,1.44
H26,A16,1473,unknowns,UNKNOWN,27.064,0.207,NO,,1,33.229,8.949
H26,A17,1473,unknowns,UNKNOWN,27.93,1.073,NO,,1,33.991,5.17
H26,A18,1473,unknowns,UNKNOWN,28.175,1.318,NO,,1,33.945,5.343
H26,A19,1481,unknowns,UNKNOWN,26.847,-0.01,,,1,37.165,0.525
H26,A20,1481,unknowns,UNKNOWN,26.846,-0.011,,,1,Undetermined,
H26,A21,1481,unknowns,UNKNOWN,26.932,0.075,,,1,35.611,1.609
H26,A22,ntc,ntc,NTC,26.946,0.089,,,1,Undetermined,
H26,A23,ntc,ntc,NTC,26.99,0.133,,,1,Undetermined,
H26,A24,ntc,ntc,NTC,27.02,0.163,,,1,Undetermined,
H26,B4,1442,unknowns,UNKNOWN,26.762,-0.095,,,1,35.763,1.442
H26,B5,1442,unknowns,UNKNOWN,26.86,0.003,,,1,35.814,1.39
H26,B6,1442,unknowns,UNKNOWN,26.742,-0.115,,,1,34.366,3.944
H26,B7,1450,unknowns,UNKNOWN,26.803,-0.055,,,1,31.875,23.755
H26,B8,1450,unknowns,UNKNOWN,26.907,0.05,,,1,31.762,25.762
H26,B9,1450,unknowns,UNKNOWN,26.633,-0.224,,,1,32.127,19.806
H26,B10,1458,unknowns,UNKNOWN,27.426,0.569,NO,,1,34.735,3.024
H26,B11,1458,unknowns,UNKNOWN,28.38,1.523,NO,,1,34.648,3.219
H26,B12,1458,unknowns,UNKNOWN,28.898,2.041,NO,,1,36.144,1.096
H26,B13,1466,unknowns,UNKNOWN,26.9,0.043,,,1,36.672,0.749
H26,B14,1466,unknowns,UNKNOWN,26.885,0.028,,,1,38.427,0.211
H26,B15,1466,unknowns,UNKNOWN,26.987,0.13,,,1,36.313,0.97
H26,B16,1474,unknowns,UNKNOWN,26.963,0.106,,,1,35.114,2.302
H26,B17,1474,unknowns,UNKNOWN,26.928,0.07,,,1,35.291,2.025
H26,B18,1474,unknowns,UNKNOWN,26.87,0.012,,,1,35.47,1.781
H26,B19,1482,unknowns,UNKNOWN,26.817,-0.04,,,1,34.954,2.583
H26,B20,1482,unknowns,UNKNOWN,26.814,-0.043,,,1,34.242,4.314
H26,B21,1482,unknowns,UNKNOWN,26.977,0.119,,,1,34.768,2.954
H26,B22,ntc,ntc,NTC,26.858,0.001,,,1,Undetermined,
H26,B23,ntc,ntc,NTC,26.77,-0.087,,,1,Undetermined,
H26,B24,ntc,ntc,NTC,26.793,-0.064,,,1,Undetermined,
H26,C4,1443,unknowns,UNKNOWN,26.873,0.016,,,1,34.921,2.645
H26,C5,1443,unknowns,UNKNOWN,26.961,0.104,,,1,36.693,0.738
H26,C6,1443,unknowns,UNKNOWN,26.758,-0.099,,,1,35.807,1.396
H26,C7,1451,unknowns,UNKNOWN,26.844,-0.013,,,1,32.023,21.341
H26,C8,1451,unknowns,UNKNOWN,27.076,0.219,,,1,32.169,19.219
H26,C9,1451,unknowns,UNKNOWN,26.639,-0.218,,,1,31.968,22.208
H26,C10,1459,field_neg,UNKNOWN,26.818,-0.039,,,1,Undetermined,
H26,C11,1459,field_neg,UNKNOWN,26.826,-0.032,,,1,Undetermined,
H26,C12,1459,field_neg,UNKNOWN,26.897,0.04,,,1,36.123,1.113
H26,C13,1467,unknowns,UNKNOWN,26.921,0.063,,,1,33.574,6.982
H26,C14,1467,unknowns,UNKNOWN,26.955,0.098,,,1,33.775,6.04
H26,C15,1467,unknowns,UNKNOWN,26.924,0.067,,,1,34,5.136
H26,C16,1475,unknowns,UNKNOWN,26.967,0.109,,,1,36.12,1.114
H26,C17,1475,unknowns,UNKNOWN,26.912,0.055,,,1,35.426,1.839
H26,C18,1475,unknowns,UNKNOWN,26.99,0.133,,,1,35.094,2.336
H26,C19,1483,unknowns,UNKNOWN,26.801,-0.056,,,1,34.224,4.37
H26,C20,1483,unknowns,UNKNOWN,26.813,-0.044,,,1,33.673,6.499
H26,C21,1483,unknowns,UNKNOWN,26.751,-0.106,,,1,33.507,7.326
H26,C22,ntc,ntc,NTC,26.932,0.075,,,1,Undetermined,
H26,C23,ntc,ntc,NTC,26.871,0.013,,,1,Undetermined,
H26,D4,1444,unknowns,UNKNOWN,26.919,0.061,,,1,33.861,5.677
H26,D5,1444,unknowns,UNKNOWN,26.736,-0.122,,,1,35.817,1.387
H26,D6,1444,unknowns,UNKNOWN,27.015,0.157,,,1,35.021,2.46
H26,D7,1452,unknowns,UNKNOWN,26.763,-0.094,,,1,33.525,7.232
H26,D8,1452,unknowns,UNKNOWN,26.887,0.03,,,1,34.336,4.032
H26,D9,1452,unknowns,UNKNOWN,26.903,0.045,,,1,33.476,7.49
H26,D10,1460,unknowns,UNKNOWN,27.473,0.616,,,1,32.98,10.713
